id,domain,software,users_count,monthly_active_users
10645,tha.closed.social,Mastodon,165,6
178391,cubsex.org,,164,
71854,linux.community,Lemmy,164,6
47104,m.lanciano.it,Mastodon,164,10
31816,bookwyrm.tilde.zone,Bookwyrm,164,9
27888,indiehackers.social,Mastodon,164,10
15850,mastodon.ktachibana.party,Mastodon,164,25
34107,terere.social,Mastodon,163,10
33503,leipzig.town,Mastodon,163,53
32569,mcr.wtf,Mastodon,163,17
25855,masto.hitorino.tv,Mastodon,163,15
17936,mastd.racing,Mastodon,163,11
84842,trailers.ddigest.com,PeerTube,162,6
30439,weird.autos,Mastodon,162,38
177036,lemmy.dorfrollenspiel.de,Lemmy,161,81
23764,social.bitwig.community,Mastodon,161,34
36456,toots.nu,Mastodon,160,34
27893,meta.masto.host,Mastodon,160,4
25620,mobilizon.zaclys.com,Mobilizon,160,
27689,c18.masto.host,Mastodon,159,22
55365,lamp.leemoon.network,Sharkey,158,26
33344,mastoxiv.page,Mastodon,158,152
79533,focalorus.io,Misskey,157,
17644,beach.city,Mastodon,157,27
29084,tty0.social,Mastodon,155,48
20682,radiosocial.de,Mastodon,155,65
16755,xn--baw-joa.social,Mastodon,155,98
27195,astral.camp,Mastodon,154,20
13939,mast.eu.org,Mastodon,154,19
9395,social.bund.de,Mastodon,154,97
154378,roke-island.club,Misskey,153,
80274,mastodon.well.com,Mastodon,153,31
71317,mycircle.events,Misskey,153,
22782,girldick.gay,Mastodon,153,45
16072,hub.somaton.com,Hubzilla,153,144
53725,log.livellosegreto.it,Writefreely,152,8
50955,obufalus.jp,Mastodon,152,78
80685,shao.life,Mastodon,151,52
37425,klog.tw,Mastodon,151,43
35936,crosstalk.tech,Mastodon,151,18
30021,sw-development-is.social,Mastodon,151,25
24362,kinktroet.social,Mastodon,151,14
22585,kirja.casa,Bookwyrm,151,42
18892,audio.graz.social,Funkwhale,151,0
7064,sonomu.club,Mastodon,151,82
67067,mastodon.catgirl.cloud,Mastodon,150,90
30396,corneill.es,Mastodon,150,68
52476,urbanists.video,PeerTube,149,20
51710,infosec.place,Akkoma,149,20
27963,pfalz.social,Mastodon,149,49
16639,liberal.city,Mastodon,149,6
83986,inne.city,Friendica,148,23
78513,yojohan.cc,Misskey,148,
71597,misskey.lalafell.org,Misskey,148,
28599,systemli.social,Mastodon,148,82
11917,mstdn-jp.site,Mastodon,148,20
11456,mstdn.lalafell.org,Mastodon,148,16
7910,tiggi.es,Mastodon,148,71
6298,cmdr.social,Mastodon,148,13
160786,bluearchitough.net,Misskey,147,
155254,forum.fedi.dk,NodeBB,147,23
66776,lemmy.frozeninferno.xyz,Lemmy,147,19
64650,redsnake.io,Pleroma,147,17
50709,rwn.lol,Firefish,147,7
47093,mstdn.isometry.group,Mastodon,147,71
27384,indiepocalypse.social,Mastodon,147,57
2856,comicscamp.club,Hometown,147,25
64890,rva.fyi,Mastodon,146,7
52979,playset.social,Pixelfed,146,1
46258,lectura.social,Bookwyrm,146,53
35837,social.moment.at,Mastodon,146,7
27270,v2br.social,Mastodon,146,10
20797,solarpunk.moe,Mastodon,146,50
20353,fedilove.cyou,Mastodon,146,30
16285,mastodon.cemea.org,Mastodon,146,12
83291,infosec.space,Mastodon,145,50
31484,mastodon.scop.coop,Mastodon,145,33
30916,techpolicy.social,Mastodon,145,25
16962,raru.re,Mastodon,145,69
15008,wue.social,Mastodon,145,53
154026,mastodon.fr,Mastodon,144,49
71804,holomisskey.net,Misskey,144,
55921,pixelfed.furryfandom.me,Pixelfed,144,13
28231,mk.shiro.ink,Misskey,144,47
73245,summary.ink,Misskey,143,
54614,nso.group,Mastodon,143,25
48265,entheoconnect.social,Mastodon,143,1
90050,mastodon.faktorzehn.de,Mastodon,142,10
22733,picto.anartist.org,Pixelfed,142,30
16397,nagoyadon.jp,Mastodon,142,21
5993,mastodon.cl,Mastodon,142,34
36657,indg.club,Mastodon,141,12
31597,fluttercommunity.social,Mastodon,141,14
27297,flipping.rocks,Hometown,141,56
17646,videos.domainepublic.net,PeerTube,141,21
16208,systerserver.town,Mastodon,141,59
9031,musicdn.jp,Mastodon,141,7
91181,chattrbx.com,Mastodon,140,75
36198,peertube.laas.fr,PeerTube,140,36
27982,mastodon.wssmagazine.com,Mastodon,140,9
148483,socialbc.ca,Mastodon,139,51
147050,caneandable.social,Mastodon,139,75
38329,pastwind.top,Misskey,139,1
25471,conversafiada.net,Mastodon,139,20
20216,books.mxhdr.net,Bookwyrm,139,4
17251,social.saarland,Mastodon,139,73
7272,booktoot.club,Mastodon,139,9
4281,peertube.anon-kenkai.com,PeerTube,139,20
74676,findumon.de,Iceshrimp,138,19
35872,uddannelse.social,Mastodon,138,8
34465,wx.social,Mastodon,138,9
27135,clube.social,Mastodon,138,11
85704,bytes.programming.dev,Iceshrimp,137,9
79498,events.tchncs.de,Mobilizon,137,
71253,peculiar.florist,Iceshrimp,137,41
55179,tube.reseau-canope.fr,PeerTube,137,6
30005,mastodon.pub.solar,Mastodon,137,41
28286,fribygda.no,Mastodon,137,39
3011,bigshoulders.city,Hometown,137,14
75828,miku.social,Misskey,136,1
31721,bakedbean.xyz,Mastodon,136,29
25137,social.edu.ci,Misskey,136,12
30623,squawk.social,Mastodon,135,30
16048,gayrobot.club,Pleroma,135,16
8351,audio.anartist.org,Funkwhale,135,3
25192,nahe.social,Mastodon,134,23
47943,mcyt.cc,Mastodon,133,3
163751,apixelslife.com,Pixelfed,132,5
74363,tuit.fr,Iceshrimp,132,6
74029,transgirl.cafe,Sharkey,132,16
17852,links.potsda.mn,Mastodon,132,33
83167,space.lilygl.net,Misskey,131,
75462,void.lgbt,Akkoma,131,64
52240,pixel.sp-codes.de,Pixelfed,131,7
31705,rheinhessen.social,Mastodon,131,41
22636,openmedia.edunova.it,PeerTube,131,3
2482,monads.online,Mastodon,131,62
174471,superbelfrzy.edu.pl,WordPress,130,133
82805,exquisite.tube,PeerTube,130,27
18068,monocles.social,Mastodon,130,13
17030,gamerr.cyou,Mastodon,130,14
16392,mstdn.mini4wd-engineer.com,Mastodon,130,15
973,wp-social.net,Mastodon,130,16
64673,energiewende.social,Mastodon,129,35
49061,bots.krohsnest.com,Mastodon,129,38
30001,mastodon.bv.linksjugend-solid.de,Mastodon,129,31
25267,bcn.convoca.la,Gancio,129,
153479,pixelfed.cl,Pixelfed,128,14
51707,red.fox.yt,Mastodon,128,17
28666,bonequest.net,Mastodon,128,16
1741,www.polylux.xyz,Pixelfed,128,15
81152,gdcm.space,Mastodon,127,28
66604,wspanialy.eu,Mastodon,127,51
23368,camp.smolnet.org,Mastodon,127,31
78547,hi.hashi.icu,Misskey,126,
27561,don.linxx.net,Mastodon,126,60
19403,mobilizon.be,Mobilizon,126,
155512,abyss.cafe,Misskey,125,
144174,welppp.com,Lemmy,125,8
76456,mk.spook.social,Misskey,125,
33838,iu.social,Mastodon,125,3
12831,social.taker.fr,Mastodon,125,8
164839,tiwit.tr,Misskey,124,
45446,bonn.pics,Pixelfed,124,38
36715,syringa.social,Mastodon,124,11
29717,xantronix.social,Mastodon,124,16
12676,mstdn.res.ac,Mastodon,124,9
71574,pub.odekake.love,Misskey,123,
47399,fluffs.au,Mastodon,123,11
31038,social.ds106.us,Mastodon,123,32
27023,notacult.social,Mastodon,123,11
20760,river.group.lt,Mastodon,123,42
18833,birb.space,Misskey,123,9
14344,socialclub.nyc,Mastodon,123,6
156508,stockholm-events.nu,Mobilizon,122,
153149,universites.social,Mastodon,122,36
84118,puntello.org,Gancio,122,
52517,sns.copi.pe,Misskey,122,
89179,pen.lumbung.space,WordPress,121,15
71412,social.noleron.com,Mastodon,121,46
55788,bolha.blog,Writefreely,121,5
17493,baleafunk.eus,Funkwhale,121,10
17263,mstdn.hokkaido.jp,Mastodon,121,18
9412,shadowverdon.info,Mastodon,121,14
166016,homestuck.fr,wafrn,120,22
23666,craftodon.social,Mastodon,120,15
17483,narwhal.city,Lotide,120,
16546,kpop.social,Mastodon,120,51
5861,mastodon.mg,Mastodon,120,13
55605,lust4love.eu.org,Mastodon,119,16
52399,social.interordi.com,Misskey,119,3
32278,burnthis.town,Mastodon,119,32
23926,mastodon.stuttgart.international,Mastodon,119,16
15392,mastodon.fedi.bzh,Mastodon,119,32
7196,video.linux.it,PeerTube,119,5
70287,video.tkz.es,PeerTube,118,6
53438,graeber.social,Mastodon,118,12
16628,mstdn.sublimer.me,Mastodon,118,23
161681,dreamcatchers.whippy.kr,Mastodon,117,92
155002,k-pop.22x22.ru,PeerTube,117,25
153614,pix.lgbt,Pixelfed,117,28
83399,d.kg-misskey.net,Misskey,117,
46636,avgeek.social,Mastodon,117,18
33000,bbs.9tail.net,Lemmy,117,1
29136,verified.mastodonmedia.xyz,Mastodon,117,1
28287,d-64.social,Mastodon,117,40
27184,du.capricom.info,Mastodon,117,5
36690,sportsfeed.me,Mastodon,116,43
30551,fashionsocial.host,Mastodon,116,10
28100,blueplanet.social,Mastodon,116,42
27259,squeak.social,Mastodon,116,7
25378,m.quaoar.xyz,Mastodon,116,21
17253,social.coolmathgames.tech,Misskey,116,6
5587,friendica.chilemasto.casa,Friendica,116,8
30965,openedtech.social,Mastodon,115,12
28026,vivere.uno,Mastodon,115,75
6396,comics.town,Mastodon,115,15
156187,mastodon.zip,Mastodon,114,25
54860,premis.one,Misskey,114,
47548,syndicat.solidaires.org,Mastodon,114,40
21421,ziurkes.group.lt,Bookwyrm,114,2
17836,social.bim.land,Mastodon,114,16
16360,livers.jp,Mastodon,114,2
87534,u-stella.net,Misskey,113,
79582,blog.zaramis.se,WordPress,113,109
49826,dotart.blog,Writefreely,113,4
30281,pixelfur.maw.best,Pixelfed,113,12
10685,august-don.site,Mastodon,113,2
70440,tucson.social,Lemmy,112,5
54602,opensimsocial.com,Mastodon,112,7
23552,topspicy.social,Mastodon,112,43
87546,chaotic.fun,Mastodon,111,11
48765,packmates.org,Mastodon,111,44
33216,virtual-girls-are.definitely-for.me,PeerTube,111,6
19541,bdx.town,Akkoma,111,26
18648,pixelfed.graz.social,Pixelfed,111,14
17508,inari.opencocon.org,Mastodon,111,6
17447,natter.wtf,Mastodon,111,21
156318,lab.pixelfed.it,Pixelfed,110,1
93509,mk.gregorius.club,Misskey,110,
80973,activityrelay.beep.computer,Activity-Relay,110,110
78169,triggeron.net,Mastodon,110,39
33656,nbaden.club,Mastodon,110,1
53556,n7.social,Misskey,109,
31247,mastodon.wellperns.com,Mastodon,109,8
28400,classe.iro.umontreal.ca,PeerTube,109,6
21426,suma-ev.social,Mastodon,109,28
176224,relay.mstdn.one,Activity-Relay,108,108
174721,facedao.com,Mastodon,108,
156324,efelsefe.com,NodeBB,108,13
90770,intelligentia.tv,PeerTube,108,4
75493,bouquins.zbeul.fr,Bookwyrm,108,24
65486,outside.ofa.dog,Bookwyrm,108,23
29782,weatherishappening.network,Mastodon,108,15
17758,eattherich.club,Mastodon,108,25
92188,lemmy.vg,Lemmy,107,14
55667,meetiko.org,Sharkey,107,27
53928,soc.gsg.live,Mastodon,107,10
53836,cutie.city,Mastodon,107,19
33827,shota.house,Cherrypick,107,64
31268,mastodon.eco,Mastodon,107,9
20511,relay.dragon-fly.club,Activity-Relay,107,107
19434,tube.futuretic.fr,PeerTube,107,7
11800,die-partei.social,Mastodon,107,37
10572,toot.works,Mastodon,107,10
4548,douban.city,Mastodon,107,16
36807,commonworlds.org,Hubzilla,106,1
19624,offenes.tv,PeerTube,106,0
846,goblin.camp,Hometown,106,39
154269,krasses.berlin,Funkwhale,105,17
83904,jiaojiao.org,Mastodon,105,38
54896,stellanaut.net,Misskey,105,
49266,gay.camera,Mastodon,105,21
35912,msk.i-red.info,Misskey,105,4
172,pixelfed.se,Pixelfed,105,2
176222,relay.isle.moe,Activity-Relay,104,104
155960,crazypeople.online,Lemmy,104,20
147082,lolicon.monster,Sharkey,104,
76740,serafuku.moe,Misskey,104,
49748,forge.citizen4.eu,Forgejo,104,1
47383,furs.social,Mastodon,104,22
45968,mad.convoca.la,Gancio,104,
32389,mastodon.boston,Mastodon,104,8
16523,pao.moe,Mastodon,104,7
82971,beretsky.net,Misskey,103,
16145,insoumis.social,Mastodon,103,2
8562,drizzle-damp.net,Mastodon,103,66
33967,teal.social,Mastodon,102,19
32602,franken.social,Mastodon,102,39
152136,onara.nanaroru.com,Misskey,101,
49186,c.wtf,Pleroma,101,10
34281,denton.social,Mastodon,101,15
32387,msdyn365bc.social,Mastodon,101,7
19355,narikiri.hostdon.ne.jp,Mastodon,101,10
14091,penguicon.social,Mastodon,101,15
6308,bearvideo.win,Pleroma,101,1
3316,swingset.social,Mastodon,101,14
155817,dust.allroads.social,,100,25
151040,video.4d2.org,PeerTube,100,10
143471,podcastperformance.com,,100,20
56960,msky.work,Misskey,100,
49954,vacatureforum.nl,Mastodon,100,66
48631,tube.numerique.gouv.fr,PeerTube,100,26
36339,blooming-land.icu,Mastodon,100,28
36245,moe.onl,Sharkey,100,11
32057,libera.site,Hubzilla,100,8
27945,suomi.social,Mastodon,100,21
16770,landofkittens.social,Akkoma,100,4
5530,social.masto.host,Mastodon,100,3
163865,tue4.org,Mobilizon,99,
54943,watch.goodluckgabe.life,PeerTube,99,1
25629,rotes.potsda.mn,Mobilizon,99,
3610,peertube.netzbegruenung.de,PeerTube,99,13
171223,m.eskey.click,Misskey,98,
73644,craba.cab,Mastodon,98,26
72762,sizecraft.social,Mastodon,98,11
37428,mastodon.frl,Mastodon,98,18
26152,social.kharkiv.dcomm.net.ua,Mastodon,98,13
23859,retrochat.online,Mastodon,98,23
13434,toot.shoes,Mastodon,98,0
89594,katholisch.social,Mastodon,97,44
73760,mstdn.penguinhub.org,Mastodon,97,12
53278,joinfriendica.de,Friendica,97,34
33891,ibe.social,Sharkey,97,30
29767,mastodon.opencollective.com,Mastodon,97,5
28605,samenet.social,Mastodon,97,9
27705,m6n.io,Mastodon,97,7
148861,x.miku.today,Misskey,96,
90308,klacker.org,Hubzilla,96,27
79295,freesewing.social,Mastodon,96,30
28532,netzkms.de,Mastodon,96,22
17194,b612.me,Mastodon,96,14
14125,peertube.ethibox.fr,PeerTube,96,1
5099,friend.camp,Hometown,96,42
156833,rightbay.se,Pixelfed,95,2
70828,gehirneimer.de,Mbin,95,7
54180,pub.communistparty.org.uk,Mastodon,95,17
50737,mi.okin-jp.net,Cherrypick,95,
46139,astrotube.obspm.fr,PeerTube,95,7
28503,trekkies.social,Mastodon,95,20
8717,social.apreslanu.it,Mastodon,95,6
4392,wokka.be,Mastodon,95,4
177637,fuckaas.space,Mastodon,94,88
157778,doll.salon,,94,
93426,higher-edu.social,Mastodon,94,30
34279,sharlayan.in,Mastodon,94,53
27412,handmade.social,Mastodon,94,31
26655,vigilante.tv,PeerTube,94,47
159869,nekolobby.niri.la,Misskey,93,
65368,ddoskey.com,Sharkey,93,50
55129,pet.tax,Pixelfed,93,11
54850,furries.init.engineer,Mastodon,93,3
51429,screencastsonline.social,Mastodon,93,17
20177,tube.sp-codes.de,PeerTube,93,13
1565,kollegin.eu,Mastodon,93,4
145629,kanitamadaisukiclub.xsns.jp,Misskey,92,
33396,mastodon.thirring.org,Mastodon,92,28
30803,airpollution.science,Mastodon,92,4
27071,ailbhean.co-shaoghal.net,Mastodon,92,19
27036,watch.nuked.social,PeerTube,92,1
17409,slime.global,Hometown,92,30
164660,metam.my,Mastodon,91,60
73937,oomfie.city,Mastodon,91,37
73137,social.boom.army,Mastodon,91,5
35066,mastodon.escepticos.es,Mastodon,91,30
34066,supernatural.fans,Mastodon,91,7
33846,mastodon.mx,Mastodon,91,5
72447,insta.landofkittens.social,Pixelfed,90,1
30988,modalnode.club,Mastodon,90,5
15995,social.tulsa.ok.us,Mastodon,90,11
156861,parang.apartments,Misskey,89,
51492,darkwitch.net,Mastodon,89,32
26564,a11y.social,Mastodon,89,10
23254,schach.social,Mastodon,89,23
163287,citiverse.it,NodeBB,88,24
77239,kagura.ch,Misskey,88,
64775,splat00n.ink,Mastodon,88,24
15116,videos.lescommuns.org,PeerTube,88,4
91000,tube.kla.tv,PeerTube,87,84
90483,colearn.de,WordPress,87,70
66706,communick.news,Lemmy,87,4
54211,illo.social,Mastodon,87,15
29354,gnulinux.social,Mastodon,87,15
24887,termine.social,Mobilizon,87,
23903,s-t.club,Mastodon,87,48
11829,tube.fdn.fr,PeerTube,87,5
1708,voi.social,Mastodon,87,11
54282,key.kubiwa.moe,Firefish,86,7
53674,social.pawsitiv.space,Mastodon,86,4
45308,twitter.oksocial.net,Pleroma,86,82
32530,waskuisland.com,Mastodon,86,17
29609,idtech.space,Pleroma,86,27
19358,mstdn.hokkaidosm.net,Mastodon,86,73
930,luxtube.lu,PeerTube,86,1
154883,sub-pixel.de,Pixelfed,85,6
154875,momou.social,Mastodon,85,39
87548,xelebre.com,Mastodon,85,36
81354,displayeurope.video,PeerTube,85,6
56554,onjase.quebec,Friendica,85,12
52730,toot.paris,Mastodon,85,31
47204,alpaca.gold,Mastodon,85,8
45998,digitalcourage.photo,Pixelfed,85,4
31461,journodon.com,Mastodon,85,4
30744,grafana.social,Mastodon,85,13
28496,appellate.social,Mastodon,85,2
27434,saturation.social,Hometown,85,12
22979,seediqbale.xyz,Misskey,85,13
145101,minreol.dk,NeoDB,84,10
90898,retro-gaiden.com,Mastodon,84,33
72725,unicuskey.com,Misskey,84,
34386,biplus.social,Mastodon,84,22
24715,hameln.social,Mastodon,84,28
17029,retro.social,Mastodon,84,21
16389,laserdisc.party,Mastodon,84,23
153745,biodiversity.social,Mastodon,83,18
91538,cottbus.vonunten.org,Mobilizon,83,
54189,ms.maritime.social,Mastodon,83,6
53779,social.sigsoft.org,Mastodon,83,9
35240,bolha.one,Mastodon,83,76
30280,realsocial.life,Hometown,83,6
28585,kowelenz.social,Akkoma,83,9
24395,savageworlds.social,Mastodon,83,7
23446,frequency.app,frequency,83,25
23209,worm.horse,Mastodon,83,17
16969,imd.social,Mastodon,83,5
154405,gr8.pics,Pixelfed,82,6
49263,kzoo.to,Mastodon,82,15
47411,mastodns.net,Mastodon,82,23
34789,misp-community.org,Mastodon,82,5
16649,hexadon.net,Mastodon,82,47
12840,maho.app,Mastodon,82,35
12289,a11y.info,Mastodon,82,18
8556,tube.kher.nl,PeerTube,82,5
271,mastodon.bits-und-baeume.org,Mastodon,82,21
178088,postiva.net,WordPress,81,
169880,anarchist.nexus,Piefed,81,48
161069,tubefree.org,PeerTube,81,14
154191,video.edu.nl,PeerTube,81,13
46262,tsukihi.me,Mastodon,81,16
37297,nelson.social,Hometown,81,9
36438,mastodom.social,Mastodon,81,5
35474,patesadon.com,Mastodon,81,10
31428,higheredweb.social,Mastodon,81,6
18752,nadajemy.com,PeerTube,81,3
16384,comm.cx,Mastodon,81,1
150357,meetup.glasgow.social,Mobilizon,80,
145063,xn--vusz0j.art,,80,
164424,lab.liteyuki.org,Misskey,79,
144809,joomla.social,Mastodon,79,25
31742,social.ferrocarril.net,Mastodon,79,11
30979,twt.rs,Misskey,79,14
17593,xn--y9aey5fdz.xn--y9a3aq,Writefreely,79,1
15836,fem.social,Mastodon,79,29
11087,video.dresden.network,PeerTube,79,6
144250,freakmix.com,Misskey,78,
74206,minecraft.bktsk.com,Misskey,78,
45738,nashtodon.com,Mastodon,78,16
31367,closednetwork.social,Mastodon,78,8
30481,regenerate.social,Mastodon,78,15
29854,nfld.me,Mastodon,78,12
29843,social.kernel.org,Akkoma,78,38
28307,the.voiceover.bar,Mastodon,78,4
28245,jarkkaa.fi,Mobilizon,78,
25254,social.makerforums.info,Mastodon,78,14
24995,mastodon.no2nd.earth,Mastodon,78,16
24114,fluffy.family,Mastodon,78,20
17166,bbs.kawa-kun.com,Pleroma,78,15
16772,ozhika.me,Mastodon,78,5
153715,tkm.eus,Mastodon,77,54
91680,corteximplant.net,Akkoma,77,37
75570,turtleisland.social,Mastodon,77,31
72544,quokk.au,Piefed,77,35
34190,mastodon.tn,Mastodon,77,28
32789,karlsruhe-social.de,Mastodon,77,36
30929,privacyofficers.social,Mastodon,77,14
86159,hub.raf.rs,Mastodon,76,2
40519,weserbergland.social,Mastodon,76,11
33989,fanglitch.space,Mastodon,76,17
31730,speedlines.stctp.zone,Mastodon,76,31
24844,plushies.social,Mastodon,76,51
17457,futen.work,Mastodon,76,27
14367,aircrew.rocks,Mastodon,76,19
11422,geno.social,Mastodon,76,17
181027,sector6.ttobot.kr,Mastodon,75,83
160947,peerate.fr,PeerTube,75,23
145285,fedifreu.de,Mastodon,75,60
88851,video.gamerstavern.online,PeerTube,75,25
176302,tomorrowlike.today,Mastodon,74,71
168359,patchwork.io,Mastodon,74,80
160513,tube.blahaj.zone,PeerTube,74,26
149074,avalatte.kr,Mastodon,74,24
83850,twoot.site,Mastodon,74,53
73429,bolha.forum,Lemmy,74,5
67470,evenement.facil.services,Mobilizon,74,
25936,ipv6.social,Mastodon,74,21
6411,metasocial.com,Mastodon,74,17
156873,manifestacije.zvo.hr,Gancio,73,
146792,fuzzies.wtf,Mastodon,73,24
90889,mastodon.fooddrinklife.com,Mastodon,73,10
79154,fedi.catboy.agency,Sharkey,73,
55304,social.camph.net,Misskey,73,
29135,standup-comics.net,Mastodon,73,2
16898,mhz.social,Mastodon,73,4
174127,loops.one,Loops,72,39
80020,riin.fr,Mastodon,72,8
65907,astrotube-ufe.obspm.fr,PeerTube,72,9
32622,ukrainian.network,Mastodon,72,5
31643,akiba.party,Mastodon,72,6
30456,social.restless.systems,Mastodon,72,23
22235,social.furry.nz,Mastodon,72,4
19317,blog.rollenspiel.monster,Writefreely,72,4
161908,3dprint.social,Manyfold,71,11
157577,arslansah.com.tr,Mastodon,71,13
156865,signalskey.signal-st.com,Misskey,71,
156573,mistyreverie.org,Misskey,71,
147518,shweet.icu,Sharkey,71,20
78094,iceshrimp.de,Iceshrimp,71,16
52092,zmi.im,Misskey,71,
32692,mastocomm.org,Mastodon,71,3
28799,stefanbohacek.online,Mastodon,71,68
23608,spd.social,Mastodon,71,25
23023,bath.social,Hometown,71,5
13860,write.tildeverse.org,Writefreely,71,
8132,assortedflotsam.com,Mastodon,71,10
183146,hbmb.stage.clipsymphony.com,,70,
179987,cpn.stage.clipsymphony.com,,70,
179983,yrrt.stage.clipsymphony.com,,70,
154755,fbrc.nodebb.com,NodeBB,69,20
65359,empire.miyaco.moe,Misskey,69,
50100,social.heise.de,Mastodon,69,39
49951,reliverse.social,Mastodon,69,15
28952,lviv.social,Mastodon,69,9
27182,recht.social,Mastodon,69,12
18130,otakufarms.com,Pleroma,69,1
17747,share.tube,PeerTube,69,3
17710,video.omniatv.com,PeerTube,69,5
16042,gyutte.site,Misskey,69,19
147272,it.21stcentury.day,Misskey,68,
82388,newsmast.community,Mastodon,68,63
79549,sciencp.work,Misskey,68,
71823,poyoro.id,Mastodon,68,5
54022,tale.violaine.xyz,Writefreely,68,
52701,mobilizemuc.org,Mobilizon,68,
37209,wetshaving.social,Mastodon,68,9
34954,masto.measure.chat,Mastodon,68,7
31658,nuernberg.social,Mastodon,68,8
31635,publicgood.social,Mastodon,68,10
25782,saronno.one,Mastodon,68,3
23699,alpaka.social,Mastodon,68,19
18158,video.marcorennmaus.de,PeerTube,68,2
17903,fedi.tesaguri.club,Pleroma,68,9
17894,taruntarun.net,Mastodon,68,14
16976,yukari.cafe,Mastodon,68,8
16180,mstdn.gunma.jp,Mastodon,68,22
3250,yakumo.foundation,Mastodon,68,18
163489,yups.io,Mbin,67,27
150089,calendari.femudatraca.cat,Gancio,67,
81633,theplant.social,Mastodon,67,1
70187,k.fe.derate.me,Mbin,67,8
36515,mastodon.stickbear.me,Mastodon,67,52
29074,laterracita.online,Mastodon,67,19
28004,sicem.social,Mastodon,67,2
27699,leds.social,Mastodon,67,21
173656,gancio.daghe.org,Gancio,66,
153974,gn2.pics,Pixelfed,66,3
153072,realbitcoin.cash,Lemmy,66,7
145559,tube.matrix.rocks,PeerTube,66,13
92045,freecyb.org,Plume,65,
91803,mountains.photos,Pixelfed,65,15
72824,social.overheid.nl,Mastodon,65,50
71858,misskey.mofumofu.me,Misskey,65,
33218,kishkush.net,Mastodon,65,7
28669,k.yumeka.xyz,Sharkey,65,1
26305,apertatube.net,PeerTube,65,9
23573,dosgame.club,Mastodon,65,34
17693,paxation.info,Mastodon,65,2
15925,msk.seppuku.club,Misskey,65,11
11728,yamabi.co,Mastodon,65,6
155272,social.fabulr.de,Mastodon,64,5
150016,booping.synth.download,Sharkey,64,45
147958,freefree.ps,Mastodon,64,19
90166,m.nekohub.uk,Misskey,64,
71661,misskey.syahu.com,Misskey,64,
27358,someone.elses.computer,Mastodon,64,20
25114,video.comune.trento.it,PeerTube,64,13
22963,books.solarpunk.moe,Bookwyrm,64,9
160851,ocli.masto.host,Mastodon,63,28
146803,tarte.nuage-libre.fr,Piefed,63,23
143655,mastodon-projekt.uni-muenster.de,Mastodon,63,4
86680,write.c7.io,Writefreely,63,9
75258,orcacruises.pro,Misskey,63,
66899,no.lastname.nz,Lemmy,63,2
54478,mastodon.bot,Mastodon,63,37
31337,curling.social,Mastodon,63,7
30018,sauna.social,Mastodon,63,24
28862,atx.pub,Mastodon,63,10
19221,lapunta.org,Gancio,63,
18851,onsen-musume.fun,Misskey,63,9
16694,tube.rebellion.global,PeerTube,63,3
9337,childcare.hostdon.ne.jp,Mastodon,63,11
5960,krefeld.life,Mastodon,63,27
5473,tube.aquilenet.fr,PeerTube,63,7
154245,punkstodon.de,Mastodon,62,45
152730,kudaizuna.top,Misskey,62,
86112,barroquita.com,WordPress,62,68
84807,toughcreator.com,Misskey,62,
69743,mizik.o-k-i.net,Funkwhale,62,4
159815,rassilni.com,Mastodon,61,19
157442,chachara.club,Lemmy,61,12
143256,pix.famichiki.jp,Pixelfed,61,12
65729,clockwork.monster,Mastodon,61,9
55516,oyasumi.space,Kmyblue,61,11
53704,m.qqs.tw,Mastodon,61,13
35833,pan.rent,Mastodon,61,19
31919,tux.social,Mastodon,61,22
29051,trans.house,Mastodon,61,6
16818,pinkorange.red,Mastodon,61,25
15812,toot.whatever.cz,Mastodon,61,6
14061,pixel.art3mis.de,Pixelfed,61,1
1376,mstdn.yakitamago.info,Mastodon,61,8
171500,seyyahh.com.tr,Mastodon,60,54
146913,tucsontimeline.info,Gancio,60,
91133,write.stelpolva.moe,Writefreely,60,
87255,masto.ink,Mastodon,60,33
34158,vivaldi.com,WordPress,60,65
33534,newwest.social,Mastodon,60,4
31027,attractive.space,Mastodon,60,6
27950,starbase80.wtf,Mastodon,60,10
26729,techeasy.org,Mastodon,60,15
23678,sysadmins.zone,NodeBB,60,4
20044,gade.o-k-i.net,PeerTube,60,7
19343,social.jwunited.org,Mastodon,60,10
19021,social.sp-codes.de,Mastodon,60,18
17631,videos.cemea.org,PeerTube,60,5
155511,my-group.events,Mobilizon,59,
152714,tsundere.love,Pleroma,59,36
148908,hsjz.engenderchina.com,Mastodon,59,2
146248,www.ikangai.com,WordPress,59,60
78277,pen.writefree.ly,Writefreely,59,1
75141,eepy.moe,Sharkey,59,23
73227,craftopi.art,Pleroma,59,26
52410,vrc-ins.net,Mastodon,59,6
33736,techfieldday.net,Mastodon,59,16
29472,know.me.uk,Mastodon,59,11
25746,libori.social,Mastodon,59,28
16117,blovice.bahnhof.cz,Pleroma,59,1
6026,social.fbxl.net,Pleroma,59,4
164284,net.miaumuh.ch,Mastodon,58,25
160846,homies.social,Mastodon,58,38
144096,artsoqueer.com,Mastodon,58,2
79324,lemmy.imagisphe.re,Lemmy,58,1
71566,foxy.social,Akkoma,58,5
69158,tweet.gleamorb.co.jp,Mastodon,58,4
54722,darticulate.com,Mastodon,58,7
52409,bms.social,Mastodon,58,14
46637,philately.social,Mastodon,58,6
35939,montereybay.social,Mastodon,58,15
