org_id,count
ORG-SHA74-RIPE,1428
ORG-SCCA3-RIPE,12768
ORG-MRTA2-RIPE,1001
ORG-NRAA1-RIPE,7016
ORG-RA2-RIPE,9362
ORG-SSGD1-RIPE,340
EOS-17-ARIN,16909
ORG-COSS2-RIPE,318
ORG-BIHA1-RIPE,1887
ORG-TB3-RIPE,11104
ORG-HTM1-RIPE,14890
ORG-SIB89-RIPE,366
BLAST-12-ARIN,42
DMPL-ARIN,3682
@aut-132215-APNIC,726
HH-63-ARIN,7122
ORG-BLIX1-RIPE,879
@aut-38631-JPNIC,12819
ORG-AK22-RIPE,7009
ORG-MES6-RIPE,7985
ORG-MTSG1-RIPE,4022
ORG-TM168-RIPE,17
IGL-112-ARIN,83
@aut-132322-APNIC,929
ORG-NSCP1-AP-APNIC,4092
ORG-PATX1-RIPE,4042
ORG-DGPP1-RIPE,697
ORG-SL7-RIPE,1018
ORG-QGTC1-RIPE,224
@aut-23576-APNIC,11185
ORG-SSSR7-RIPE,119
ORG-PSAL1-RIPE,1204
ORG-TA1-RIPE,1625
ORG-ACAI3-RIPE,87
ORG-TA7-RIPE,449
ORG-KL103-RIPE,2588
ORG-AAPA1-RIPE,4025
ORG-CMIS1-RIPE,821
ORG-GS113-RIPE,782
@aut-9952-APNIC,2303
ORG-TCI2-RIPE,9616
@aut-141518-APNIC,1007
@aut-17931-JPNIC,93
@aut-9638-APNIC,67
ORG-RE1-RIPE,17162
ORG-SGFM1-RIPE,987
ORG-CGI1-RIPE,467
ORG-BDSG3-RIPE,323
CBL-169-ARIN,1926
@aut-38731-APNIC,14973
ORG-KG4-RIPE,2268
ORG-TV10-RIPE,3704
@aut-46059-APNIC,399
ORG-SA30-RIPE,3244
ORG-BT2-RIPE,907
@aut-45974-APNIC,6673
ORG-CAAR1-RIPE,2979
ORG-GGIG1-RIPE,574
ORG-RATA1-RIPE,116
EBAY-ARIN,5740
ORG-MIB5-RIPE,81
ORG-SS112-RIPE,2644
@aut-140389-APNIC,1737
ORG-HPL11-AP-APNIC,470
ORG-SKHT1-AP-APNIC,119
@aut-140443-APNIC,816
LLNW-ARIN,5402
ORG-XG7-RIPE,120
ORG-BA23-RIPE,926
NUCLE-3-ARIN,157
UWND-Z-ARIN,1565
ORG-IL201-RIPE,224
ORG-SI36-RIPE,2080
ORG-MW1-RIPE,2702
DHL-19-ARIN,543
EIG-12-ARIN,13832
ORG-IL1-AP-APNIC,987
ORG-CD2-RIPE,2265
@family-63366,1591
@aut-131660-APNIC,10543
ORG-CD67-RIPE,1795
ORG-MH9-RIPE,13
@aut-24211-APNIC,1389
ORG-SAPL7-AP-APNIC,6121
GOVER-15-ARIN,126
GOOGL-2-ARIN,459473
SL-311-ARIN,3560
ORG-AEDC1-AP-APNIC,300
@aut-56110-APNIC,625
@aut-45062-APNIC,1943
ELEME-7-ARIN,260
ORG-MGEC1-RIPE,19142
CL-17-ARIN,23284
@aut-38424-APNIC,15
@aut-140801-APNIC,2168
ORG-CPL59-AP-APNIC,16
ORG-EL259-RIPE,7826
GOSSA-1-ARIN,1312
ORG-CBSS1-RIPE,19137
ORG-SSL22-RIPE,2410
ORG-MC4-AP-APNIC,7242
@aut-136190-APNIC,1622
ORG-PN5-RIPE,1030
ORG-WE2-RIPE,7492
ORG-CA48-RIPE,10381
ORG-SQTR1-RIPE,915
PH-143-ARIN,1716
ORG-SDN4-RIPE,16468
ORG-CCFO1-RIPE,91
@aut-138066-APNIC,23
ORG-AA32-RIPE,6494
QEL-5-ARIN,8043
NSF-14-ARIN,123
MCICS-ARIN,5349
REFLE-2-ARIN,17099
ORG-PL286-RIPE,8030
ORG-DEC1-AP-APNIC,745
ORG-RHCP1-RIPE,666
ORG-VIL9-RIPE,1274
ORG-BPL3-AP-APNIC,264
ORG-SG95-RIPE,4277
ORG-DB43-RIPE,3562
LEEENT-ARIN,7180
ORG-TSG19-RIPE,1381
ORG-GK78-RIPE,3188
ORG-NL5-RIPE,3891
ORG-AIH1-RIPE,360
SERVI-181-ARIN,3713
ORG-GIP1-RIPE,267
ORG-ADL1-RIPE,715
HSL-50-ARIN,8098
TDC-65-ARIN,788
ORG-IL11-AP-APNIC,1066
ORG-RT4-RIPE,19786
ORG-AS23-RIPE,2103
ORG-AL740-RIPE,261
ORG-VPL1-AP-APNIC,1774
ORG-DBIV1-RIPE,141
ORG-EA7-RIPE,572
ORG-MNO1-RIPE,854
@aut-18150-JPNIC,149
ORG-AS291-RIPE,4415
ORG-UPV1-RIPE,266
ORG-LA22-RIPE,3681
ORG-GAIS1-RIPE,1076
ORG-CCT1-RIPE,8483
@aut-139456-APNIC,3240
@aut-45313-APNIC,260
ORG-MCP1-RIPE,98
ORG-SSL44-RIPE,4630
ORG-IUS1-RIPE,2001
ORG-WSL3-AP-APNIC,212
ORG-OCL10-RIPE,2546
ORG-APEA3-RIPE,3426
ORG-SK80-RIPE,641
LINX-ARIN,3205
ORG-MSA95-RIPE,8977
ORG-ABTS1-RIPE,19336
@aut-9367-JPNIC,241
ORG-MC5-AFRINIC,820
@aut-38425-APNIC,1145
ORG-EO1-RIPE,1426
ORG-NLTU1-RIPE,2422
ORG-IA7-RIPE,177
ORG-NBPA1-AP-APNIC,11430
@family-31170,4291
ZENLA-7-ARIN,12890
ORG-AE2-RIPE,50
@aut-140388-APNIC,81
ORG-SSPL12-AP-APNIC,1997
@family-30648,3809
ORG-MS195-RIPE,403
ORG-EL433-RIPE,2486
ORG-NA8-RIPE,7599
ORG-SA551-RIPE,9791
ORG-HA12-RIPE,47095
ORG-AA248-AP-APNIC,1452
ORG-EA50-RIPE,3907
ORG-MG1-RIPE,12702
ORG-SCC3-AP-APNIC,1864
ORG-JVF1-RIPE,518
ORG-TKIS1-RIPE,499
ORG-VA68-AFRINIC,78
ORG-LH46-RIPE,10203
ORG-AFST1-RIPE,2388
ORG-ONDP1-AFRINIC,1313
ORG-DBL1-AFRINIC,10
@aut-9924-APNIC,26118
ORG-NEPL1-AP-APNIC,941
ORG-MSS1-RIPE,42
@aut-24361-APNIC,55
ORG-IS20-RIPE,321
ORG-THKP2-AP-APNIC,183
ORG-UI29-RIPE,7854
@aut-137687-APNIC,1152
THEFA-3-ARIN,11846
ORG-TPS1-RIPE,3911
ORG-MDSC6-RIPE,457
CCL-534-ARIN,4843
@aut-9905-APNIC,635
ORG-SDED3-RIPE,4290
ORG-BISG2-RIPE,35
ORG-GSZO10-RIPE,1223
ORG-BL477-RIPE,943
@aut-134639-APNIC,81
ORG-LS3-RIPE,181
MEDIAT-10-ARIN,895
ORG-EL100-RIPE,33138
IN-27-ARIN,3136
ORG-HL61-RIPE,7717
ORG-LA2-RIPE,596
ORG-KSL1-RIPE,394
@aut-4678-JPNIC,834
@aut-45815-APNIC,1320
ORG-KNTO1-RIPE,500
@aut-55470-APNIC,2056
TECHI-4-ARIN,895
ORG-DSFC2-RIPE,1235
ORG-RRTC5-RIPE,752
@aut-131869-APNIC,23
ORG-CHS4-RIPE,3365
@aut-18298-APNIC,163
ZGL-6-ARIN,771
SSL-1134-ARIN,1540
ORG-MID2-RIPE,129
ORG-TKPS1-RIPE,5260
ORG-FCSS1-RIPE,10458
@aut-23637-JPNIC,2609
@aut-134926-APNIC,463
ORG-JSR1-RIPE,1805
ORG-DA748-RIPE,610
ORG-TL295-RIPE,8135
ORG-RS168-RIPE,17596
ORG-CS57-RIPE,1307
ORG-LDSP1-AP-APNIC,163
@aut-138050-APNIC,126
@aut-136085-APNIC,30
ORG-VL203-RIPE,8379
@aut-136107-APNIC,902
LYCOSI-1-ARIN,1209
ORG-SL26-AP-APNIC,1512
ORG-AAAR1-AP-APNIC,2850
ORG-VC81-RIPE,993
ORG-QBPL1-AP-APNIC,2356
AT-2-ARIN,213
SSC-299-ARIN,3472
@aut-138115-APNIC,3283
ORG-OISA1-RIPE,2778
TACE-ARIN,2172
ORG-HHAN1-RIPE,3463
ORG-MOGS1-RIPE,435
ORG-TCEG1-RIPE,48
ORG-EA17-RIPE,960
ORG-VCL11-RIPE,144
FD-298-ARIN,1757
ORG-OPT3-RIPE,5907
ORG-AIK1-RIPE,5131
HOPO-ARIN,935
ORG-AHS6-RIPE,480
ORG-UP1-AFRINIC,1154
ORG-LUL9-RIPE,3106
ORG-PSN1-RIPE,1375
@aut-9967-APNIC,11
ORG-DCL13-RIPE,2141
ORG-MDP1-RIPE,133
ORG-SDHE1-RIPE,375
ORG-EO19-RIPE,1607
NORTHE-7-ARIN,132
TWITT-ARIN,5758
ORG-TS45-RIPE,2108
IMIML-ARIN,1040
ORG-IT77-RIPE,2429
BNFD-ARIN,2476
ORG-INS2-RIPE,3692
ORG-OS113-RIPE,2191
OL-383-ARIN,312
BIGSC-1-ARIN,3489
ORG-NB14-RIPE,3612
ORG-SA17-RIPE,3078
ORG-LIS24-RIPE,508
LU-ARIN,13874
ORG-CTT1-RIPE,36
ORG-COLN1-RIPE,19
@aut-17687-JPNIC,189
ORG-ETPP1-RIPE,573
ORG-PA315-RIPE,257
ORG-PLI2-RIPE,2332
ORG-LA54-RIPE,1382
ORG-SD225-RIPE,756
ORG-IL9-RIPE,4882
ORG-LA61-RIPE,3027
CIFNET-ARIN,169
@aut-7671-JPNIC,2100
ORG-SNS18-RIPE,20
