org_id,count
NETGATE,434
VIAES-AS,304
FSU-AS-1,372
EIRCOM,527
AMA-AS-0001,247
Cooolbox,264
ESTRACOM-AS,352
ISPRIME,866
KINAMO-BACKBONE,794
UW-MILWAUKEE-AS1,266
USDA-1,2352
GEORGIA-1,600
CAUCASUS-CABLE-SYSTEM,1788
SOCIETE-GENERALE,1782
NREL-AS-NATIONAL-RENEWABLE-ENERGY-LABORATORY,226
DULUTH,64
CZNIC-AS,108
HBS-AS,120
MoESA,406
AMETEK-CTC,198
AMFAM-INS,40
SYNAPSECOM-AS,713
AS21446,168
USPTO,718
laitilanpuhelin,44
PALTEL-AS,729
TNET-AS,432
RUBIT-AS,36
OPERASOFTWARE,643
UIUC,3378
AS-KGIX,2432
ASN-MEDTRONIC-1,1880
FR-DOM-GUYANE,138
HDISIGORTA-ASN,22
INTEGRA-AS,368
BRIGHTOK-AS,65
CSIPADKY,1056
NMT-AS,300
MTSSYSTEMSCORP,30
THE-ART-INST,200
NEBRASKA,350
NET-ERAU-PRC,196
TELNET,727
MultiHOST-as,840
SAPIOTERRA,280
NETACCESS-SYSTEMS,198
DATABANK-LATISYS,1006
TOJIKTELECOM-AS,202
SLO-ZELEZNICE,70
TTL-AS,47
IEM-AS,216
INTELIGO,1052
EUL-AS,80
IDNIC-POS-ID,240
HUMBER-COLLEGE,416
INFRACOM,964
MT-AS-OWN,1043
BOOZ-AS2,55
KOS-1193,62
WEBAIR-INTERNET,2017
ADMAN-AS,835
CSDI,318
UVA-NL,1012
AS8511-AI,324
HGST-AS,1232
ZAVMB-DD,52
NOVARAD,6
ENA,883
VIEWQWEST-SG-AP,361
PRETECS,464
ASN-LOGOS,650
FJU-AS-TW,554
KMS-DE_AS,2
COMMUNITYISP,139
UCSB-NET-AS,1802
UBISOFT-COM,238
HOSTDUPLEX,331
LAMBDANET-AS,815
PRESSCOMPUTER-ASN,232
ITL-LV,2503
MOUNT-SINAI,516
E-LIANCE,99
DATAPIPE-ASN2,1112
QTS-CHI,290
STWKUFSTEIN-AS,171
WEBWERKSAS1,1700
MGBAS01,108
RICE-AS,2291
AS-ITGLOBALCOM-RU,271
SACSTATE,160
SW-USA-LLC,147
HP-BCRS-ALPHARETTA-GA,6208
AS36861,84
HONORHEALTH,74
ASN-ODU-AS-AS,442
TRAVELERS,198
LIBEO-NOCX-1,220
DISNW1,1159
interframe,31
BLICNET-AS,287
PROLEXIC-TECHNOLOGIES-DDOS-MITIGATION-NETWORK,761
Megatuutti,468
SPIDERNET-AS,727
TRIPLE-INTERACTIVE,558
ASN-OMD-FNO,775
FORTINET,2270
BOTW,156
SPRINTEL-SRO,1184
talido,286
IDNIC-ID,566
SCHOOLSPECIALTY,90
RMF-KRAKOW-PL,414
RECOVERYPOINTSYSTEMS,140
BROWNRICE-INTERNET-1,148
KAPTEYAN,51
COG-SEOVEC-ISP,95
TLSNET-A,42
MDM-AS,1315
LOGIN,236
RECAST-AS,83
GOVCZ,230
CSHS,158
THALESGROUP-AS,946
POPNIXCO-AS-AP,348
KUT-AS,235
VIL-AS-AP,363
JSCMTUKRISTALL-AS,42
FR-U-PARISSUD-ORSAY,870
T-GENEL-SIGORTA-AS,50
IDNIC-PEMKOTDEPOK-AS-ID,246
MEX,657
bfh,160
AS_AXESOR,84
IDNIC-UMS-AS-ID,418
KTNET,387
SPIRITTEL-AS,391
ULTISOFTASN,1054
CHS1-20413,243
MAKOLAB,607
SMALS-MVM,428
NGIC-COMM,180
NYIT-AS,154
CHEVRON,279
ASB2B2C,543
VCU-ASN1,384
INTERACTIVE-BROKERS-CORP,377
ITPAYS-AS,734
SD-NET,628
EZZI-101-BGP,1535
EUSHC,714
ILIGHT-NET,326
DNIC-ASBLK-05120-05376,607
GEORGE-MASON-UNIV,1502
IUPR-AS,124
CITY-UNIVERSITY-OF-NEW-YORK,1524
FUSE-NET,1335
WEBHOSTING24-AS,527
US-NATIONAL-INSTITUTE-OF-STANDARDS-AND-TECHNOLOGY,622
CLOUDHELIX,72
COLOG,223
NARACOM-HU,40
SHIPPENSBURG-UNIVERSITY-01,230
SANDWICH-NET,3
SCRIC,159
JLR,532
QTS-SUW1-ATL1,2928
DAVA-As,41
TRAVELPORT,1024
DC-UOIT-NET,388
NOTRE-DAME-AS,938
FRACRACKVCLOUD,136
TAMHSC,76
WISCNET1-AS,1686
OCTANIO-1,608
GONET-ASN-1,1260
BLUEBIRD-WIRELESS,81
MTC-KSA-AS,51
CEDEXIS,873
Comsenso,45
ZOHO-STREAMING-CONTENT-NETWORK,1880
T-MOBILE-AS21928,1598
GCC-MPLS-peering,118
ONLANTA-NET,535
UNIBET-AS,1136
GEARHOST,678
CDNETWORKS-AS-KR,781
CCINET,138
AKNET-AKBANK,232
EREGION-AS-PL,78
IBMCCH-ASH,572
WM,476
CANTIRE,880
LEASEWEB-USA-DAL,295
ARVUS-160-84,36
ALTIA-AS,628
VPSBLOCKSPTYLTD-AS-AP,719
LNK-AS,17
STRNT-AS,35
ESCOMBG-AS,168
SOFTWAREHOUSE,225
BCM-INFO-NET-AS,330
WASHOE-NET,6
VISA-ISRAEL-AS,120
TEKNOLOGY,1582
VA-TMP-CORE,1720
MIMECAST-UK,1198
UTEXAS,2414
UWI-CH-ASN1,504
STATE-OF-COLORADO-MNT-NETWORK,202
SAPPHIREK12-ASN01,206
SUDDENLINK-COMMUNICATIONS,791
PEPPERDINE,208
UCINET-AS,723
QVC,42
CABLE-NET-1,2539
FREE-NET-AS,760
SV-TAMKEEN,762
ZAYO-6461,2983
UUU-TELECOM-AS,1867
LLNW,323
DC74-AS,485
ADIF,524
NEXICA-AS,1481
QTS-AS,16
UPMC-AS122,1127
NYSERNET3-AS,708
MYGN-US,28
UIC-AS,938
QTS-RIC,589
IWSNET,1069
POGOZONE,61
BOURSORAMA-ASnumber,542
XO-AS15,143
ITHAKA-AS32920,1404
UCSC,1220
BBK-AS,12
SECURUSTECH,79
UBN-AS,288
JACKHENRY,150
COMCAST-13367,325
CDNNOW-AS,200
WAL-MART4,737
UTULSA-AS,140
MATHWORKS,129
AS-DANS,20
Ministry-Of-Health,840
WEBLINE19,389
ISTRANET-AS,11
DATAPRO-AS,995
AFCONC-BLOCK1-AS,836
IPVN-AS01,393
RTB-HOUSE-ASH,222
EZRI-36323,420
IASTATE-AS,1202
XYLEMINC-AS,312
USF,809
OKLAHOMA-OMES,304
UNIVERSITY-OF-HOUSTON---DOWNTOWN,34
RACKRAY,289
CHINETWORKS,51
UTECH-JAMAICA,88
PARKVIEW-HEALTH,58
USG-PROD-WEST01,527
PEACHNET-AS3479,4873
NIU,330
CANHOST-INC,339
UPS-12-ASN,112
UVI,32
LEASEWEB-UK-LON-11,1936
KROGER,1380
SALLIEMAE,158
CL-ASN-01,531
ALLY-FINANCIAL,508
CGINET-01,10
SELFNET-AS,92
AU-158-93,132
ALPHEUS,63
UNI-SALZBURG,131
UWW-EDU-ASN,164
AFP-NET,596
NETGUARD-AS,202
NJEDGE-NET,812
MIMECAST-US,599
SERVER-MANIA,1680
JPCINET,579
RASCOM-AS,1395
SHERWIN-AS,718
SWARTHMORE,347
IPAX-AS,737
NET-STATE-OHIO,1748
VWNA-AS,260
GIVC,260
DTS-Systeme,854
inmabank,132
CHARLES-SCHWAB,1200
VAKIFBANK-AS,188
ICANN-ANYCASTED-SERVICES,1449
MONROE-1-BOCES,257
SHSC-1-AS,74
WIEC,66
SPE-199-26-202,508
HIWIT_AS,1148
ESOSOFT,399
ENTRATA,629
AKTON-AS,191
CLOUDIE-AS-AP,91
MERIT-AS,64
AFFINITY-INTER,947
UWATERLOO,1021
i3B-AS,398
UCLA,991
WHRONET,100
INFO-IQTINC,292
ASCOJ,72
MDRAS-AS-AP,201
NLM-GW,520
LAZURIT-AS,120
MULTIMFI,30
QTI,70
ASC-NET,1386
MARBIS,832
CALARTS,62
PPI-AS,680
MILENETWORK-AS-ID,373
NSH167,47
IMOS-AS,417
IUMS-AS,434
ENBRIDGEPIPELINES,106
ROLLERNETWORK,320
FATBEAM-AS,69
AENT-AS,380
TGDD-AS-VN,546
MAXIS-AS1-AP,750
KYNDR-RTP,599
EEPIS-AS-ID,229
1P-WSS,327
LOVES-TRAVEL-STOPS,54
GAMEGROUP-UK-AS,294
SCRIPPSHEALTH,236
OOO-Barstel-AS,32
HISNET,81
AIRSTREAMCOMM-NET,166
MCGILL-AS,1049
VANDERBILT,864
DATATELEKOM,148
TEUTONET-AS,837
LIVENET-PL,878
SALK-AS,126
Tism,318
WHOI-WOODSHOLE,112
FLIGHTAWARE-02,665
LACOUNTY-ISD,418
INTERCOM-AS,361
SWA-W11-MKT-INET,238
FR-RAIMU-2,324
INTERNAP-BLK3,675
MANAGEDNETWORK,108
SCHLAGE-AS,552
MERLIN-NET,400
GWU,700
PANASONIC,1965
KERNEL-AS,130
H4Y-TECHNOLOGIES,1834
HNSNET-AS,189
DANNAX-SK-AS,162
TAISHINBANK-AS-T,138
S7IT-AS,214
NTU-AS-AP,732
MULTA-ASN1,4282
ATT-CERFNET-BLOCK,571
SWA-MKT-INET-2,238
FAA,586
GKG-NET,476
INFINITE-CAMPUS-MN,394
DOW,402
mums,314
MISD-NET,60
AITNET,647
INETUASN1,410
JNEINET-AS-KR,224
EQUINIX-EC-SV,98
LTMD,100
ABBOTT-LABS-2,1012
TEXAS-STATE-UNIVERSITY,532
AMTRUST-NA,424
ACUNET-2,74
GOOGLE-FIBER,16
CMNET-Zhejiang-AP,238
KRAXNET-AS,275
VIANET-NO,1157
FAA-MMAC,586
ANDREWCORP-AOP,384
EONI,6
CHARTER-20115,881
DATAYARD,54
TCH-AS,172
CWJ-1,124
TEMPLE,466
PHS,1724
VA-TECH-AS,926
ADG-AS,30
SINGAPORE-DC,4
YALE-AS,1016
ILIMIT,912
ASACENET1,629
CGINAA,504
DUOCASTBACKUP-AS,1049
NJIT-AS,390
HOSTNET-DE-AS,1437
IHEARTMEDIA-AS-17157,240
AAAS,822
DEVITALIA-SRL,142
LLO-CALTECH,16
SUTH,144
HGCOMP-ASN,1036
ASN01-SOGE,733
REDPILL-LINPRO,2211
ASTUTIUM-AS,964
XCLUTEL,78
MIRALOGIC-AS,138
NEURONNEXION-AS,391
AUSTROCONTROL-AS,26
AS-INTERMEDIA,559
LSU-1,1008
ENTANET,533
FASTNET-BKB-ASN,1131
CIGNA-2,580
MAREN,49
GWTC-ASN,56
FORENDATA,493
DSG-EMEA,332
RFT-AS,252
DNIC-AS-00257,90
QSP-AS,979
TNSI-AS,21
Sunchon-as,42
PPREGION-AS,24
LAHEYCLINIC,329
CMNET-SNIDC-CN-AP,292
LONI,118
FVI-CHI,21
ALLIED-TELECOM,138
BIST-TR,30
SISTEMIUNO-AS,223
VANCIS,226
GRINNE-AS,47
HPES,686
ANTHEM,376
UNITEC-NZ,74
WAN-NO,504
AtrinCommunication,103
TCSL-38-19023,144
AVENCY,1127
ARACHNITEC,17
BOSTONU-AS,553
EWHANET1-AS,166
AMERICAN-TIRE-DISTRIBUTORS-INC,94
VIN-01,70
RTBF,636
CCU-LAKEWOOD,66
AS-TEKNOTEL,342
SDNW-13576,86
FI-PLANEETTA-ANYCAST,767
DEVDIGITAL,4
KW,191
STATEFARMINSCO-2,312
PAINEWEBBER-ASN,436
GPRS-AS,1484
ORIONNET-KRK,124
INSIEL-AS,449
COD-GE-IL,62
RHTEC-AS,495
CODEFORHOST-AS-ARIN,701
AKAMAI-ASN2,2402295
ALIBABA-CN-NET,2405121
AMAZON-02,11328930
ANYCAST-AS,822659
AS-REGRU,3440080
AUTOMATTIC,759525
BEGET-AS,747788
CLOUDFLARENET,42414181
GODADDY-DNS,2738032
GOOGLE,3771168
HETZNER-AS,1065687
IONOS-AS,1881144
MICROSOFT-CORP-MSN-AS-BLOCK,1210009
NSONE,1960980
OVH,1971038
SECURITYSERVICES,1784661
TIGGEE,1087645
XSERVER,1649212
CrimeaCom-LLC,147
DJP-AS-ID,442
KEMENDAG-AS-ID,144
PROCONO-AS,505
SWIN-AS-ID,202
WEKUDATA,93
CITYOFLETH,40
JKTXLNET-AS-AP,639
SHINSEGAE-AS,1028
ACML,250
EVEREST-AS,1038
TRUSTINFO,230
ASLINKTELECOMNN,11
OPTICNET-DUCADU,345
YONGINUNIVERSITY-AS-KR,16
bitNAP,832
INTERCLOUDLTD-AS-AP,69
VOLJATEL-HR-AS,313
AS18401-AS-KR,136
ROSBUSINESSCONSULTING-AS,2136
UNITTEL-AS,169
CATS-NET-NETWORK,286
GOSNIIAS,670
RIKEN,162
SOUTHERNET,84
Elasticity,205
DATA-TRONICS,108
ESAB-AS,169
NOOR-AS,676
IDNIC-JOGJAPROV-AS-ID,346
RENU,690
NL-INTERMAX,832
Mashhad-Municipality-ITC,280
EMAG-AS,61
VEDAADNET1-AS-AU,381
BRD-AS,86
AS15687,450
VATTENFALL-AB,382
LCPDCO,1231
DEFENDE,504
Web-Gostaran-Bandar-Company,72
ALBTELECOM-AS,106
BARCLAYS-RETAIL,486
OMNI,141
CMBG-AS,851
JOSNSCHKAS-AP,188
EIDSIVA-ASN,112
PARTNER-SOLUTIONS,98
OSSO,461
LEARN-LK,1062
KVH,642
TOYA,218
UCU-AS,52
SKODA-AUTO,1458
SECURA-AS,332
SP-ASN,244
ECOTEL-AS,72
JTIS,179
REALPAGE-INC,652
UNUD-AS-ID,834
URC-AS,245
HKNet-vIPNet,895
MTNL-AP,141
AS3602-ROGERS-COM,583
TEI-OF-CRETE-AS,101
MSWiA,54
TPG-INTERNET-AP,888
CHROMINANCE-AS,187
INTERSOLUTE,264
SUPERBROADBANDNETWORK-AS-AP,538
Sahdsoft-AS,430
ITSOFT-AS,1125
POLYCOMM-AS,6
BRIGHAM-YOUNG-UNIVERSITY-IDAHO,683
UNINET-AS-SU-AP,456
IDNIC-UNHAS-AS-ID,280
Alfanet-AS,204
HOST4BIZ-AS,378
gridscale,500
FENACO,340
OMC-AS,1576
NETIC-AS,244
KYOTO-PREF,120
GOLINE,24
RICOH-NET,724
CENSUSBUREAU,380
OKBPROGRESS,90
UUM-MY-AS-AP,292
EWEBGURU-AS,1055
MegaNETwork-ASN,948
TIROLERLANDESREGIERUNG-AS,800
atworks,745
IDNIC-DISINFOLAHTAL-AS-ID,96
ASN-DATAPLACE,18
CITI-IN-ISP_PEER,14
WOOW-HK,314
NCSB-AS-AP,225
ETTH-AS,4
UQ-AS-AP,1798
VOLCANO-ENGINE,105
CHERRYSERVERS1-AS,969
TANGEDCO-AS-IN,118
BORANET-AS-KR,1052
BANGLANET-BD,16
AS-PNAPOSK,277
PL-URZAD-MARSZALKOWSKI-LUBLIN-AS,187
AS-CLOUDHOSTING,189
GENEXSERVICES,6
FasoNet-AS,53
SIG,261
IPTP,170
KCT,905
CARPENET,76
MARKETING-ASSOCIATES-LLC,418
ASHAYAT,177
REDSYS-ES-AS,412
MOJ-AS,278
NUON-AS,382
MARSHALLUNIV,112
DATAFOREST,389
IECHU-AS,340
EFFIX-BE,560
CNGI-SH-IX-AS-AP,128
EXETEL-AS-AP,476
EKZM,270
CNCGROUP-SH,1246
Saderat-Bank,214
TVTC-AS,204
SEVENSTARDIGITAL-AS-AP,9
ATLANTIC-NET,162
NICEPAYMENTS-AS-KR,21
KOMTEL-DPR-AS,16
CV-Multimedia,269
MCIT,607
Netberry-AS,44
HYUNDAI-KR,571
LukMAN,69
SKYWARE-AS,110
FOR-AS,80
ASBRUTELE,206
ASGNV,183
LDCC-AS,385
CONNECTPLUS-AP,149
VD-AS,28
PUBLICISGROUPE-AS-AP,265
GDNET,145
ADMAX,422
HostingDunyam,391
PRIVIANET-AS,755
AS-ITGLOBALCOM-BY,1681
ORROPTYLTD-AS-AP,423
VIRTUALDC,271
BDNC,174
ZETO-RZESZOW,382
BIP-AS,696
NEXON-AS-AP,354
ecmwf-it,464
NAIS,249
ISP-ASn4,571
TOSHIBA-IS,141
CROSS-AS-AP,756
ARKTISMAPTYLTD-AS-AP,253
CONEXIM-AS-AC,66
TELNET-ITALY,195
COLUMBIA-COLLEGE-MISSOURI,74
TECHPATH-AS-AP,57
TAFENSW-AS2-AP,84
AS-F2X,6
TVCaboAngola,18
ascom4s,1318
hayalhost,506
UNITEN-AS-AP,46
OLEMISSS,223
ITILITY-LIMITED,419
IT-TWT-AS,627
ICOMM-AS,77
DA,341
BTTELECOM-AS-AP,634
SONYTELECOM,692
VINNEST-AS,1306
LINK3-TECH-AS-BD-AP,313
AXALNET-AS,68
ADB-AS,20
POLYNET-AS,107
SOGEI-ASN,708
CISG,160
STANTEC,82
RIGHTSIDE16,65
TOMICA-AS,337
ASWEBDOM,210
TYFON-AS,70
BARNES-AND-NOBLE,708
OTPBANKHRV,64
UVIC-AS,688
UMKCNET,222
NCA5,516
HYVE-UK,523
IDNIC-PAAS-AS-ID,1091
NETLINUX-01,139
SGT-US,234
FSTH-ASN,158
UNS-AS-ID,562
CHINATELECOM-TJ-AS-AP,56
INTERIAPL,1819
ARTIO-AS,166
CELESTE-AS,1925
IS-AP,1084
SPECTRA-2,106
TBITS-NET-AS,147
asbizwaynl,768
PROACTDE,293
NTC-AS-AP,1642
AS20712,569
NTUA,411
FSK,264
M2012LIMITED-AS,85
MEGAHOSTZONE-AS-IN,41
ERTH-TMN-AS,52
ERRU1,141
U-ALBERTA,1524
NIPA-AS-TH,548
YONSEI-AS-KR,476
FINTEL-FJ,62
AMOREPACIFIC-AS-KR,382
SKNET-AS,325
MABNA,979
TIDA,133
NICTDA-AS-AP,166
RUB-AS,600
CROSIG-HR,70
DERAK-CLOUD-PJSC,840
DNET-ID-AP,405
TBSH,653
IDNIC-BADUNGKOMINFO-AS-ID,190
ARSENET_AS39398,53
GGNET,312
EOT_AS_ONE,15
AVANTEL-AS,595
EditNet,26
Q9-AS-CAL1,377
MalaysianAdministrationModernisationandManag-AS-AP,799
HOSTINGSYSTEMS-AS,266
RACKSPACE-AS,674
MS3-AS,236
CH-COOP,523
CYNERGIC-AS-AP,84
BULBANK-AS,92
SPEEDXS-AS,260
OPEGIEKA-PL,25
ATENEO-AS-AP,126
VPLS,368
RO-QUEST,74
EDSBG-AS,110
SUPERIOR-AS,705
INFOTECH-AT-AS,627
OUHSC-EDU,96
DREAMX-AS,533
ERX-HKBUNET,406
DANAMON-AS-ID,50
Ceska_televize,459
Reunicable,153
POCOS,654
Pl-PWSZwElblagu-AS,42
AS-ZULU-BG,280
ZENSAR-TECH-09-AS-AP,60
asn_ptt,408
astratelekom,204
SHINY-AS,52
AS-EKVIA,281
AMPERSAND-AS,270
IDNIC-UINSGD-AS-ID,220
AXERA-ASN34758,209
SNRM,208
FBDC,645
HAENDLEKORTE-AS,442
UVENSYS,268
RenTV-AS,557
U-NETSURF,247
ABACUS,100
GCN-AS,46
CABLELITE-AS-AP,61
ETPI-IDS-AS-AP,407
MHM-AS,126
ASN-TATINF,393
MITENE,1069
GUIFINET-AS,484
RNIDS-AS,170
WSS-HK,515
ACCESSBK-AS,202
IDEALHOSTING,571
DATAHOTEL-JP,636
TDL2L-AS-AP,417
ASN-TELSTRA-GLOBAL,900
HECPERN-AS-PK,1015
AS_BEITSA,2
Daftare-Tablighate-Eslami,368
BUCKEYECABLEVISION,94
MK-UKIM-1,261
HOSTING,694
BEKKOAME,713
DTCS,173
LogiqIT-ApS,68
CLINK-AS-AP,1088
WNETWORK-AS-AP,110
CRIS-ND-21-IN,598
PLANETB,581
SDSC,149
CL8ASN1,189
SGS-BP-AS,260
RAM-NL,94
NEPUSTILNET-AS02,41
Webstorm,13
UPSI-AS-AP,204
PHOENIX-AS,196
LES,244
MARK-ITT-AS,231
Telkom-Internet,302
HKEDCITY-AS-HK-AP,286
GCN-DCN-AS,164
AIU-NET,9
Postanska-AS,132
IPPL-AS,9
IMAGINET,486
ISRAEL-LCL-NET-AS,405
SANMINA-SCI,112
TERNET,206
TECHSTORAGE,104
PCHARDWAREWEB,94
IDNIC-PALANGKARAYA-AS-ID,108
ANZNATIONAL-AS-AP,280
CONECTIX-AS,130
NASHA-NET-AS,4
UR-AS,72
ICTBULUT,136
RZHAS-AS,122
hostmein-grix,357
remote-admin-as,163
INRETE-AS,329
KEYADE-AS,92
ANTIK,229
ATOS-AS,450
VODAFONE-AS-AP,656
MauritiusTelecom,396
LFRZ,40
BARNAUL-ADM-AS,27
DRIK-BD,52
NPTELECOM-NP-AS,107
MTSNET-URAL-AS,920
CNGI-NJ-IX-AS-AP,130
EDH,27
CENTRELINK,580
COMPASS-NZ-AP,144
HNB,85
IDNIC-IAINIMAMBONJOL-AS-ID,84
AS20561-INA,228
DEPLU-AS-ID,336
JINET-BKK-AS-AP,461
ASN-INFOBOLSA,98
DATARUSH,772
SMGCC-AS-KR,710
COF-EQX-ASH-PP,681
CALPOLY-NET-ENS,252
Tecnodata,85
IR-THR-PTE,322
NMU-AS,1351
SINGAPORE-AS-AP,75
IDNIC-DISKOMINFO-KAB-SRAGEN-ID,67
Q9-AS-CAL3,93
NEOGEN-AS,797
rges,172
FNA-CDN,202
Direction-Generale-des-Impots,116
ISKRATR-AS,22
KHU-AS-KR,432
MANCHE-AS,63
IMAFEX-AS,138
WARWICKSHIRECC,106
KIRAMS-AS-KR,3
QXL-net-Poland-AS,720
INJE-AS,64
IUT-AS,157
IU-Net,469
GLOBALIS-AS,948
CENTAUR-GMBH-AS,271
CLEURA,965
UPI-AS-ID,432
ASBELOIL,56
MOLNDAL-AS,78
AS-INCX,156
ISPONE,435
MM-AS,2
CNGI-CD-IX-AS-AP,594
PAU-EDU-AS,156
BOGONS-ASN,149
KPU-AS-KR,54
SOLTIA,393
COLOCLUE-AS,1102
OPTEAM-AS,70
EVOnet,66
MEINET,246
IDNIC-KLIKMEDIA-AS-ID,61
IES-AS,232
POTENTING-AS,48
IKBFU,108
TRMX-AS,204
LEVEL3-BD,25
EDP-AS,310
venis,108
IDNIC-DESIBLE-AS-ID,224
ARGONDATANETWORK-AS-AP,442
LATVENERGO-AS,268
Region-Midtjylland-DK,162
incheon-AS-KR,100
AIS-WEST,647
WAN-PWPW,86
PINGANCOM,303
MIRhosting,502
LVIV-AS,192
SUPERLOOP-AS-AP,138
e-StyleISP-AS,677
ICH-AS,389
AGSMTEL-AS,339
UNIVERSITY-OF-HOUSTON,675
OTK-AS,98
SPIDERNET,287
NEXLINX-AS-AP,276
INDONET-AS-AP,560
SENSICAL,74
KRZN-AS,228
NBP-AS,234
HOSTART,175
TELEDATA,58
andaina,521
TWELVE99,1134
Web4Africa,753
NUSANET-AS-ID,534
MATILDA-AS-AP,20
CTSTATEU,126
AS-TUE,683
ZDF-AS,550
KAZAKHTELECOM-AS,336
VSU,92
MIC1-ALFA-AS,34
REDESTEL-AS,244
Govern-de-les-Illes-Balears,274
SITA-AS,1281
obox-networks,767
WEBSOFT-AS,480
GSR,6
CDEK-AS,215
NorwegianHealthnetwork,580
CTC-ODC,732
NIX-AS,288
AMARISTECH,128
SALOMON,292
CITYNET-ZP-AS,12
SIM-Networks,252
DATAPIPE-SEA,259
HPCLMUMBAI-IN-AS-AP,226
DAU-AS,264
FFNET,6
TIS-DC1,96
ORIENTEDNET,209
CAT-IDC-4bytenet-AS-AP,88
FULLSAVE-AS,384
AIRTELBROADBAND-AS-AP,82
TiZoo,410
comtex,7
EMSD-AS-HK-AP,66
TRANSATEL,232
SCANCOM,140
MOHE-AS,812
PHONECOM,72
EastMetalsAG-AS,23
ENETWORKS,612
BAS-NET-AS,297
MSK-IX_Services,57
CORESPACE-DAL,1298
CIT-AS,150
STREAMS_GMBH,232
EAGLE-CA-1,129
LCPRL,24
PPHU-VOIP-PARTNERS,199
IXBT-AS,324
VCC-UK,210
UNILA-AS-ID,426
AT-AS,588
XENIUS,545
INDSOFT,27
ICE-AS-KR,1032
MIET,57
regioitaachen,147
TK-LINDAU,131
HAPAY-AS,10
MCCI-AS,1109
TRANSTECH-AS-ID,35
STONERICH-AS,204
DEMOS-AS,186
IMPLIX-PL-AS,67
ASK4,612
SKYLOGIC-AS,8
MSU,1279
CUSTOMS-AS,76
DESE-AS-AP,1122
DONGA-NET-AS,285
MONTGOMERY-COLLEGE-AS1,99
ANPTIC,14
AS-SOFTPLUS,185
HUH,102
EQUTECHNOLOGIES-AS,265
CifrovoyRegion,68
POWERGRID-IN,261
IT-SUPERNAP,737
LPS-3,230
STRTEC,17
DREXEL-ASN,478
BTC-GATE1,303
IDNIC-UINMALANG-AS-ID,272
DM,581
ACTIVENETWORK-AS,46
Interfaces,552
AS5567,286
SERVATICA-AS,1032
TESLATEL-AS,288
PDDA-AS,745
Distributie-Energie-Oltenia,66
Orange_Belgium_SA,307
S-NET-AS,629
SAINS,86
JB-AS-KR,24
KFKI-AS,87
AAMRA-NETWORKS-AS-AP,994
TSU-AS-AP,243
TELTA-AS,114
AFRICAONLINE-UG,44
SILVERNET,442
VECTRANET-AS,336
VORONEZH-AS,53
OSU-AS,151
AZRT-AS,128
SBB-CFF-FFS,252
IDNIC-BRI-AS-ID,612
ONENET-AS-NZ,100
ERX-JUITA-UINET,794
NGNETWORKS,122
HEARTNET,12
FR-PLATINE-COMMUNICATIONS,332
WMS-AS,37
SHABAKAHNET-ASN,85
RO-EFX-AS,40
FSP-AS,44
VC-AS,246
IITKNET-AS-AP,546
MUNINET-AS,409
UBNET1-AS,68
MLL-AS,289
NIC-SDAIA,87
AXCASP,204
BANKMANDIRI-CBN-ID,242
Lesotho-NIC,26
NFX_ZSPO,330
PTTDIGITAL-AS-AP,342
AUBURN,428
IDNIC-KOMINFO-MALANGKOTA-AS-ID,117
LANSOFT,552
NOUVELLE-AS,322
GIGALIS-AS,237
DEVCLIC-AS,368
PROMARKET-AS,392
TIMICO,780
SPARKSTATION-SG-AP,147
OBIT-KZ-AS,41
REANNZ-CORP-NZ-AP,374
NTHU-TW,1149
ALU-LB-AS,121
USS-AS,122
NSL-AS-AP,93
Panafonet-AS,368
ANUNTUL-AS,122
PE-AS,962
BNI-AS-ID,351
ISSP-AS-AP,838
KONFORM-AS,338
SSSGOV-AS-AP,375
FIBERNET-AS-ID,294
ASN-INT,76
CSGN,96
IDNIC-DIKOMINFOKABSIDOARJO-AS-ID,120
IDNIC-SALATIGA-AS-ID,77
GORENJE-SI-AS,418
SITNET-AS,86
ECSFI,112
EPIC-NETWORKS-AS,79
FNMT,150
CWC-ROC-11139,91
DRMSCPASN,84
OFF-CAMPUS-TELECOMMUNICATIONS,244
IHIS-AS-AP,228
UNICOM-HEFEI-MAN,246
NETSOLUTIONS,449
MTREND-AS,35
TREX-AS,76
IIAT-AS,206
BRIDGEP-AS,292
APEXNCC-AS,882
DATACHEAP-LLC-AS,465
CABS,377
INGUF,120
SOFTCELL-AP,77
ABNET,24
CT-HangZhou-IDC,456
BETA-AS,28
obiz,22
CZVH,42
CEGEDIM,470
PROXILITY-AS,69
Equation-Business-AS,40
DOCKER-RU-AS,374
SOCIETE-NATIONALE-DE-DEVELOPPEMENT-INFOR,611
KDO-AS,32
IDNIC-DISKOMINFO-JAMBIKOTA-AS-ID,48
peoplefone,22
FR-RENATER-REAUMUR,1149
TEAMWARE-AS,598
IGT-Lottery,180
GNT-MD-AS,4
Link-Datacenter-For-Data-Circulation,200
SYSTEMFORCE_AS,44
ISYSTEMTECH-HK,777
SUT-AS-AP,600
UADOMEN-AS,101
COMPERRU-AS,2
LV3-IT,306
WKMGOSC-KATOWICE-AS,302
Nawras-AS,213
IMS-0,164
DTEK,513
VIKINGS,378
EXTREMEBB-AS-MY,1261
ASL-338-HK,215
AS29156,366
TNT-TV-AS,228
SURFPLANET-AS,492
INFINYS-AS-ID,1285
IHK-NET,517
IHPL-AS-AP,103
SRU-AS-AP,122
DOMICILIUM-AS,643
GOODNET-AS,112
